sim,true_beta,n,model,p,n_f,true_beta_f
14,0,25,model4,0.6573005657104436,25,beta = 0
14,0,25,model5,0.5076008181985008,25,beta = 0
14,0,25,model6,0.3894266576571396,25,beta = 0
15,0,25,model1,0.7801641242915927,25,beta = 0
15,0,25,model2,0.6246755421472951,25,beta = 0
15,0,25,model3,0.4752811807812386,25,beta = 0
15,0,25,model4,0.9153155835134822,25,beta = 0
15,0,25,model5,0.17122127658028,25,beta = 0
15,0,25,model6,0.06131484180885928,25,beta = 0
16,0,25,model1,0.4877494954863485,25,beta = 0
16,0,25,model2,0.29231195400963633,25,beta = 0
16,0,25,model3,0.261475863342597,25,beta = 0
16,0,25,model4,0.7917052743552829,25,beta = 0
16,0,25,model5,0.3258966834329521,25,beta = 0
16,0,25,model6,0.2946012308874993,25,beta = 0
17,0,25,model1,0.015644245853011718,25,beta = 0
17,0,25,model2,0.8052095717113495,25,beta = 0
17,0,25,model3,0.9653335382161989,25,beta = 0
17,0,25,model4,0.47671631862449904,25,beta = 0
17,0,25,model5,0.14216124703065078,25,beta = 0
17,0,25,model6,0.5460671445236279,25,beta = 0
18,0,25,model1,0.7006933924602106,25,beta = 0
18,0,25,model2,0.5834610872271053,25,beta = 0
18,0,25,model3,0.6507868512503341,25,beta = 0
18,0,25,model4,0.2610190415705855,25,beta = 0
18,0,25,model5,0.14004560463729687,25,beta = 0
18,0,25,model6,0.10909601054989679,25,beta = 0
19,0,25,model1,0.49767817032042994,25,beta = 0
19,0,25,model2,0.729711532425114,25,beta = 0
19,0,25,model3,0.956584306553304,25,beta = 0
19,0,25,model4,0.371652675470031,25,beta = 0
19,0,25,model5,0.942912910718217,25,beta = 0
19,0,25,model6,0.607481228753908,25,beta = 0
20,0,25,model1,0.04669178026277777,25,beta = 0
20,0,25,model2,0.8090137977863636,25,beta = 0
20,0,25,model3,0.3832819917220951,25,beta = 0
20,0,25,model4,0.2042932421016463,25,beta = 0
20,0,25,model5,0.7802964394624718,25,beta = 0
20,0,25,model6,0.8771470803711241,25,beta = 0
21,0,25,model1,0.8284084433009677,25,beta = 0
21,0,25,model2,0.4129829959909368,25,beta = 0
21,0,25,model3,0.6836714438083392,25,beta = 0
21,0,25,model4,0.1346358762787229,25,beta = 0
21,0,25,model5,0.8274347552725676,25,beta = 0
21,0,25,model6,0.505796690598144,25,beta = 0
22,0,25,model1,0.900901657825874,25,beta = 0
22,0,25,model2,0.8687858092140013,25,beta = 0
22,0,25,model3,0.44463476339310515,25,beta = 0
22,0,25,model4,0.7994843443773845,25,beta = 0
22,0,25,model5,0.9291397957029706,25,beta = 0
22,0,25,model6,0.4473432697439108,25,beta = 0
23,0,25,model1,0.8510430380237628,25,beta = 0
23,0,25,model2,0.3144197076260717,25,beta = 0
23,0,25,model3,0.7911977976961458,25,beta = 0
23,0,25,model4,0.09867422305152138,25,beta = 0
23,0,25,model5,0.10807027468879568,25,beta = 0
23,0,25,model6,0.6192848643170238,25,beta = 0
24,0,25,model1,0.8596035202859781,25,beta = 0
24,0,25,model2,0.10622272611457795,25,beta = 0
24,0,25,model3,0.5031907432600883,25,beta = 0
24,0,25,model4,0.872294218790258,25,beta = 0
24,0,25,model5,0.2208199776307992,25,beta = 0
24,0,25,model6,0.8433110472995229,25,beta = 0
25,0,25,model1,0.7568648177716629,25,beta = 0
25,0,25,model2,0.6681006340774696,25,beta = 0
25,0,25,model3,0.5284005671062177,25,beta = 0
25,0,25,model4,0.4138973297203711,25,beta = 0
25,0,25,model5,0.08580862732124973,25,beta = 0
25,0,25,model6,0.2714787982478972,25,beta = 0
26,0,25,model1,0.7399624020187802,25,beta = 0
26,0,25,model2,0.15097854394517135,25,beta = 0
26,0,25,model3,0.04879180801114963,25,beta = 0
26,0,25,model4,0.7595566050340243,25,beta = 0
26,0,25,model5,0.17593752330654075,25,beta = 0
26,0,25,model6,0.8700602507455566,25,beta = 0
27,0,25,model1,0.6899824671647998,25,beta = 0
27,0,25,model2,0.3099962598824359,25,beta = 0
27,0,25,model3,0.25908526899877116,25,beta = 0
27,0,25,model4,0.6448270411596415,25,beta = 0
27,0,25,model5,0.8785980687062436,25,beta = 0
27,0,25,model6,0.15033831313748858,25,beta = 0
28,0,25,model1,0.3128305482383582,25,beta = 0
28,0,25,model2,0.13125788058091448,25,beta = 0
28,0,25,model3,0.9493491473934832,25,beta = 0
28,0,25,model4,0.24103574728479701,25,beta = 0
28,0,25,model5,0.9868424326378002,25,beta = 0
28,0,25,model6,0.9623532186137314,25,beta = 0
29,0,25,model1,0.32111440644287353,25,beta = 0
29,0,25,model2,0.19305293662796086,25,beta = 0
29,0,25,model3,0.21568334281625565,25,beta = 0
29,0,25,model4,0.9831702833937059,25,beta = 0
29,0,25,model5,0.5667644237341585,25,beta = 0
29,0,25,model6,0.15001734371676229,25,beta = 0
30,0,25,model1,0.5040414462841636,25,beta = 0
30,0,25,model2,0.8924902321314772,25,beta = 0
30,0,25,model3,0.6833809522262796,25,beta = 0
30,0,25,model4,0.9674431281617359,25,beta = 0
30,0,25,model5,0.24109797683553336,25,beta = 0
30,0,25,model6,0.4642436645257395,25,beta = 0
31,0,25,model1,0.9589805584853157,25,beta = 0
31,0,25,model2,0.7001068953671847,25,beta = 0
31,0,25,model3,0.7207962157165592,25,beta = 0
31,0,25,model4,0.8845332870662069,25,beta = 0
31,0,25,model5,0.5152816279990953,25,beta = 0
31,0,25,model6,0.9287903788770859,25,beta = 0
32,0,25,model1,0.6177816333144291,25,beta = 0
32,0,25,model2,0.03047216945529761,25,beta = 0
32,0,25,model3,0.5106046034502024,25,beta = 0
32,0,25,model4,0.644407657028672,25,beta = 0
32,0,25,model5,0.058155146132999186,25,beta = 0
32,0,25,model6,0.6994786593724176,25,beta = 0
33,0,25,model1,0.5373713218921046,25,beta = 0
33,0,25,model2,0.797919664683973,25,beta = 0
33,0,25,model3,0.037604854405713616,25,beta = 0
33,0,25,model4,0.9776943404431679,25,beta = 0
33,0,25,model5,0.9275991285512265,25,beta = 0
33,0,25,model6,0.9134803734306971,25,beta = 0
34,0,25,model1,0.10343291533876896,25,beta = 0
34,0,25,model2,0.17097646688324314,25,beta = 0
34,0,25,model3,0.7403087596001561,25,beta = 0
34,0,25,model4,0.10175908884559062,25,beta = 0
34,0,25,model5,0.2665529595895492,25,beta = 0
34,0,25,model6,0.3550334717155711,25,beta = 0
35,0,25,model1,0.7027667204178445,25,beta = 0
35,0,25,model2,0.7018082294705839,25,beta = 0
35,0,25,model3,0.07646749688178203,25,beta = 0
35,0,25,model4,0.5050769398070307,25,beta = 0
35,0,25,model5,0.07985339098250746,25,beta = 0
35,0,25,model6,0.1951965247967696,25,beta = 0
36,0,25,model1,0.1409056927059298,25,beta = 0
36,0,25,model2,0.6610076042699484,25,beta = 0
36,0,25,model3,0.4123449888042964,25,beta = 0
36,0,25,model4,0.8848111776935019,25,beta = 0
36,0,25,model5,0.8685686485836905,25,beta = 0
36,0,25,model6,0.6196605643721649,25,beta = 0
37,0,25,model1,0.39711395660493476,25,beta = 0
37,0,25,model2,0.8823352215259402,25,beta = 0
37,0,25,model3,0.4327194200495592,25,beta = 0
37,0,25,model4,0.4344746848698293,25,beta = 0
37,0,25,model5,0.5042646992460798,25,beta = 0
37,0,25,model6,0.6863540892404898,25,beta = 0
38,0,25,model1,0.3569333938732989,25,beta = 0
38,0,25,model2,0.0843125329629646,25,beta = 0
38,0,25,model3,0.108692806698866,25,beta = 0
38,0,25,model4,0.3928937444510129,25,beta = 0
38,0,25,model5,0.48631001119560846,25,beta = 0
38,0,25,model6,0.5892197024799919,25,beta = 0
39,0,25,model1,0.95441118178616,25,beta = 0
39,0,25,model2,0.4813389114572253,25,beta = 0
39,0,25,model3,0.02392220487651891,25,beta = 0
39,0,25,model4,0.29126675569913363,25,beta = 0
39,0,25,model5,0.8913183377649849,25,beta = 0
39,0,25,model6,0.23783287938171324,25,beta = 0
40,0,25,model1,0.41415229165198486,25,beta = 0
40,0,25,model2,0.9435843792505796,25,beta = 0
40,0,25,model3,0.11484739334572922,25,beta = 0
40,0,25,model4,0.7673196099365323,25,beta = 0
40,0,25,model5,0.004150560869016519,25,beta = 0
40,0,25,model6,0.9978124032997497,25,beta = 0
41,0,25,model1,0.979642620381168,25,beta = 0
41,0,25,model2,0.5316496648598105,25,beta = 0
41,0,25,model3,0.0801853337638223,25,beta = 0
41,0,25,model4,0.40956761743731307,25,beta = 0
41,0,25,model5,0.08517463651094247,25,beta = 0
41,0,25,model6,0.12504762970098837,25,beta = 0
42,0,25,model1,0.04227181175651316,25,beta = 0
42,0,25,model2,0.4090823960719362,25,beta = 0
42,0,25,model3,0.04421505135235631,25,beta = 0
42,0,25,model4,0.150149486616041,25,beta = 0
42,0,25,model5,0.5629843851188852,25,beta = 0
42,0,25,model6,0.5076685999852074,25,beta = 0
43,0,25,model1,0.8343672956847248,25,beta = 0
43,0,25,model2,0.9728595860830525,25,beta = 0
43,0,25,model3,0.5588782936022809,25,beta = 0
43,0,25,model4,0.07387677880846054,25,beta = 0
43,0,25,model5,0.820108422347946,25,beta = 0
43,0,25,model6,0.07068639250000643,25,beta = 0
44,0,25,model1,0.12289399222457718,25,beta = 0
44,0,25,model2,0.4279839032143621,25,beta = 0
44,0,25,model3,0.8193307343460845,25,beta = 0
44,0,25,model4,0.9328681948578723,25,beta = 0
44,0,25,model5,0.09642447490787506,25,beta = 0
44,0,25,model6,0.2735822399923132,25,beta = 0
45,0,25,model1,0.15013160709825807,25,beta = 0
45,0,25,model2,0.8126305572676455,25,beta = 0
45,0,25,model3,0.7089058098679871,25,beta = 0
45,0,25,model4,0.47808659562456224,25,beta = 0
45,0,25,model5,0.4416207028410747,25,beta = 0
45,0,25,model6,0.9922244790615073,25,beta = 0
46,0,25,model1,0.8008874867550222,25,beta = 0
46,0,25,model2,0.8658161625454323,25,beta = 0
46,0,25,model3,0.6921394000081779,25,beta = 0
46,0,25,model4,0.6510593329168248,25,beta = 0
46,0,25,model5,0.507794695666675,25,beta = 0
46,0,25,model6,0.0298856877191071,25,beta = 0
47,0,25,model1,0.12593687456070218,25,beta = 0
47,0,25,model2,0.3449107695259026,25,beta = 0
47,0,25,model3,0.9658038744052929,25,beta = 0
47,0,25,model4,0.014133086086327042,25,beta = 0
47,0,25,model5,0.9907611008824696,25,beta = 0
47,0,25,model6,0.885371194240431,25,beta = 0
48,0,25,model1,0.12861149263180227,25,beta = 0
48,0,25,model2,0.7353670158866121,25,beta = 0
48,0,25,model3,0.3415835840220671,25,beta = 0
48,0,25,model4,0.32413867048543854,25,beta = 0
48,0,25,model5,0.9998467561902544,25,beta = 0
48,0,25,model6,0.8117967001849294,25,beta = 0
49,0,25,model1,0.05354278775003853,25,beta = 0
49,0,25,model2,0.28280111381595163,25,beta = 0
49,0,25,model3,0.70745078128518,25,beta = 0
49,0,25,model4,0.56380072834157,25,beta = 0
49,0,25,model5,0.06568659441593568,25,beta = 0
49,0,25,model6,0.7441010820099845,25,beta = 0
50,0,25,model1,0.0328635901663793,25,beta = 0
50,0,25,model2,0.469298532347853,25,beta = 0
50,0,25,model3,0.5878174687604791,25,beta = 0
50,0,25,model4,0.34297261605096974,25,beta = 0
50,0,25,model5,0.43863829716486846,25,beta = 0
50,0,25,model6,0.7347946472087883,25,beta = 0
51,0,25,model1,0.6092382276112427,25,beta = 0
51,0,25,model2,0.8032042216287724,25,beta = 0
51,0,25,model3,0.9969789847924462,25,beta = 0
51,0,25,model4,0.6130713845967541,25,beta = 0
51,0,25,model5,0.5489454459826121,25,beta = 0
51,0,25,model6,0.3098662946910284,25,beta = 0
52,0,25,model1,0.9831277920809249,25,beta = 0
52,0,25,model2,0.41745555840420856,25,beta = 0
52,0,25,model3,0.14538793737821107,25,beta = 0
52,0,25,model4,0.7880552838536952,25,beta = 0
52,0,25,model5,0.07383632367439927,25,beta = 0
52,0,25,model6,0.29159662494759586,25,beta = 0
53,0,25,model1,0.6008616607405968,25,beta = 0
53,0,25,model2,0.5094392208529386,25,beta = 0
53,0,25,model3,0.03859831466951863,25,beta = 0
53,0,25,model4,0.7383029508503445,25,beta = 0
53,0,25,model5,0.07053339122360851,25,beta = 0
53,0,25,model6,0.6687774859561756,25,beta = 0
54,0,25,model1,0.2628090888912945,25,beta = 0
54,0,25,model2,0.4683658012423887,25,beta = 0
54,0,25,model3,0.3543183658103546,25,beta = 0
54,0,25,model4,0.15642978324192824,25,beta = 0
54,0,25,model5,0.31550970818501073,25,beta = 0
54,0,25,model6,0.9319951315713295,25,beta = 0
55,0,25,model1,0.43158173403401934,25,beta = 0
55,0,25,model2,0.48234058142215885,25,beta = 0
55,0,25,model3,0.8701667063522962,25,beta = 0
55,0,25,model4,0.5353391311707842,25,beta = 0
55,0,25,model5,0.18651786173355073,25,beta = 0
55,0,25,model6,0.4260179376148001,25,beta = 0
56,0,25,model1,0.9451795734320758,25,beta = 0
56,0,25,model2,0.7708134068137468,25,beta = 0
56,0,25,model3,0.31175477411514274,25,beta = 0
56,0,25,model4,0.8187539593829395,25,beta = 0
56,0,25,model5,0.39276331280282206,25,beta = 0
56,0,25,model6,0.42979509596142407,25,beta = 0
57,0,25,model1,0.5880991209861717,25,beta = 0
57,0,25,model2,0.8587425890830793,25,beta = 0
57,0,25,model3,0.7754293437244564,25,beta = 0
57,0,25,model4,0.17793990910551266,25,beta = 0
57,0,25,model5,0.09067857083907278,25,beta = 0
57,0,25,model6,0.34783892159524166,25,beta = 0
58,0,25,model1,0.6898138812142164,25,beta = 0
58,0,25,model2,0.48398287744571666,25,beta = 0
58,0,25,model3,0.08971681041718269,25,beta = 0
58,0,25,model4,0.5520151981693824,25,beta = 0
58,0,25,model5,0.3495287284074807,25,beta = 0
58,0,25,model6,0.573888248773053,25,beta = 0
59,0,25,model1,0.9037593118025817,25,beta = 0
59,0,25,model2,0.37364912768083636,25,beta = 0
59,0,25,model3,0.18877253678296435,25,beta = 0
59,0,25,model4,0.4597026976437274,25,beta = 0
59,0,25,model5,0.749526930504576,25,beta = 0
59,0,25,model6,0.8855662286091677,25,beta = 0
60,0,25,model1,0.7984647794615826,25,beta = 0
60,0,25,model2,0.5660051276026398,25,beta = 0
60,0,25,model3,0.6671193381989553,25,beta = 0
60,0,25,model4,0.19637866196856063,25,beta = 0
60,0,25,model5,0.7273956607942454,25,beta = 0
60,0,25,model6,0.25663423726190204,25,beta = 0
61,0,25,model1,0.1922193246745012,25,beta = 0
61,0,25,model2,0.4593753743961977,25,beta = 0
61,0,25,model3,0.671788506280855,25,beta = 0
61,0,25,model4,0.2587055432859165,25,beta = 0
61,0,25,model5,0.12171117021397224,25,beta = 0
61,0,25,model6,0.777200228093712,25,beta = 0
62,0,25,model1,0.3859275175518331,25,beta = 0
62,0,25,model2,0.4363335653453967,25,beta = 0
62,0,25,model3,0.46333529114262106,25,beta = 0
62,0,25,model4,0.7003722922679367,25,beta = 0
62,0,25,model5,0.3154189756694383,25,beta = 0
62,0,25,model6,0.4202175613082608,25,beta = 0
63,0,25,model1,0.2375193918129061,25,beta = 0
63,0,25,model2,0.8492250190678108,25,beta = 0
63,0,25,model3,0.16358882424183194,25,beta = 0
63,0,25,model4,0.20837971159710952,25,beta = 0
63,0,25,model5,0.3226475170863601,25,beta = 0
63,0,25,model6,0.41685573694846156,25,beta = 0
64,0,25,model1,0.1975034962146637,25,beta = 0
64,0,25,model2,0.39982305857720213,25,beta = 0
64,0,25,model3,0.48397541867251703,25,beta = 0
64,0,25,model4,0.9031477712273231,25,beta = 0
64,0,25,model5,0.08874378957828878,25,beta = 0
64,0,25,model6,0.33293800882650026,25,beta = 0
65,0,25,model1,0.7142507810593696,25,beta = 0
65,0,25,model2,0.22455802908937106,25,beta = 0
65,0,25,model3,0.48853647018883184,25,beta = 0
65,0,25,model4,0.4563970900040535,25,beta = 0
65,0,25,model5,0.3514535789438493,25,beta = 0
65,0,25,model6,0.4851653289479314,25,beta = 0
66,0,25,model1,0.32884065051955946,25,beta = 0
66,0,25,model2,0.26166632211011553,25,beta = 0
66,0,25,model3,0.9907553513467215,25,beta = 0
66,0,25,model4,0.3981355295385307,25,beta = 0
66,0,25,model5,0.811404697979112,25,beta = 0
66,0,25,model6,0.1028601779020353,25,beta = 0
67,0,25,model1,0.26767450058863207,25,beta = 0
67,0,25,model2,0.21957264562886528,25,beta = 0
67,0,25,model3,0.3922472556339812,25,beta = 0
67,0,25,model4,0.04793521736854686,25,beta = 0
67,0,25,model5,0.12551828088010203,25,beta = 0
67,0,25,model6,0.15509870336834503,25,beta = 0
68,0,25,model1,0.35141239566230864,25,beta = 0
68,0,25,model2,0.7477611532067427,25,beta = 0
68,0,25,model3,0.07671522980644521,25,beta = 0
68,0,25,model4,0.5701755885863556,25,beta = 0
68,0,25,model5,0.239859316631712,25,beta = 0
68,0,25,model6,0.8522316032420559,25,beta = 0
69,0,25,model1,0.7603768028477229,25,beta = 0
69,0,25,model2,0.7783613276551558,25,beta = 0
69,0,25,model3,0.45760326921968464,25,beta = 0
69,0,25,model4,0.200057128683738,25,beta = 0
69,0,25,model5,0.36124133489012444,25,beta = 0
69,0,25,model6,0.13187983463248007,25,beta = 0
70,0,25,model1,0.09956780893670841,25,beta = 0
70,0,25,model2,0.2892667001013358,25,beta = 0
70,0,25,model3,0.1315049438386982,25,beta = 0
70,0,25,model4,0.455017145117372,25,beta = 0
70,0,25,model5,0.21442645940392346,25,beta = 0
70,0,25,model6,0.895784794530324,25,beta = 0
71,0,25,model1,0.979366395067859,25,beta = 0
71,0,25,model2,0.007887229648450608,25,beta = 0
71,0,25,model3,0.3472962379535772,25,beta = 0
71,0,25,model4,0.3441378976141434,25,beta = 0
71,0,25,model5,0.06800396124572175,25,beta = 0
71,0,25,model6,0.6246643498495477,25,beta = 0
72,0,25,model1,0.5777112412219021,25,beta = 0
72,0,25,model2,0.3528286044231139,25,beta = 0
72,0,25,model3,0.17379702657273793,25,beta = 0
72,0,25,model4,0.6518722429266446,25,beta = 0
72,0,25,model5,0.8000578446550546,25,beta = 0
72,0,25,model6,0.8416554352690613,25,beta = 0
73,0,25,model1,0.8374529276007713,25,beta = 0
73,0,25,model2,0.14084359130455845,25,beta = 0
73,0,25,model3,0.25396370170445254,25,beta = 0
73,0,25,model4,0.774310014017662,25,beta = 0
73,0,25,model5,0.4876576080742868,25,beta = 0
73,0,25,model6,0.46669109367681016,25,beta = 0
74,0,25,model1,0.8668683634797092,25,beta = 0
74,0,25,model2,0.8912799317797873,25,beta = 0
74,0,25,model3,0.23980921405296426,25,beta = 0
74,0,25,model4,0.3340414391517412,25,beta = 0
74,0,25,model5,0.37695737243357175,25,beta = 0
74,0,25,model6,0.9274325108360824,25,beta = 0
75,0,25,model1,0.02351195073947464,25,beta = 0
75,0,25,model2,0.22218907104178964,25,beta = 0
75,0,25,model3,0.42412806615862453,25,beta = 0
75,0,25,model4,0.7437963917383597,25,beta = 0
75,0,25,model5,0.4717125709402892,25,beta = 0
75,0,25,model6,0.3203387528921562,25,beta = 0
76,0,25,model1,0.8956763954854159,25,beta = 0
76,0,25,model2,0.1413891614666878,25,beta = 0
76,0,25,model3,0.7462744932851422,25,beta = 0
76,0,25,model4,0.3766351216952466,25,beta = 0
76,0,25,model5,0.6024130471687115,25,beta = 0
76,0,25,model6,0.8106746996951475,25,beta = 0
77,0,25,model1,0.8842155043418669,25,beta = 0
77,0,25,model2,0.2166272881504632,25,beta = 0
77,0,25,model3,0.42453699365853537,25,beta = 0
77,0,25,model4,0.539554137852073,25,beta = 0
77,0,25,model5,0.6800633370620093,25,beta = 0
77,0,25,model6,0.1403515116821811,25,beta = 0
78,0,25,model1,0.797212277364769,25,beta = 0
78,0,25,model2,0.04874846041678951,25,beta = 0
78,0,25,model3,0.1125107984872549,25,beta = 0
78,0,25,model4,0.7647303354168223,25,beta = 0
78,0,25,model5,0.4990791319192718,25,beta = 0
78,0,25,model6,0.6894653198748477,25,beta = 0
79,0,25,model1,0.23587645221945255,25,beta = 0
79,0,25,model2,0.880887689753918,25,beta = 0
79,0,25,model3,0.06658865075161192,25,beta = 0
79,0,25,model4,0.9975081978292184,25,beta = 0
79,0,25,model5,0.6877574326372614,25,beta = 0
79,0,25,model6,0.5519138421169733,25,beta = 0
80,0,25,model1,0.15838433429034274,25,beta = 0
80,0,25,model2,0.15909495401960067,25,beta = 0
80,0,25,model3,0.8791305978096711,25,beta = 0
80,0,25,model4,0.794353973527476,25,beta = 0
80,0,25,model5,0.6626540610797758,25,beta = 0
80,0,25,model6,0.8857832635938268,25,beta = 0
81,0,25,model1,0.05655400310036826,25,beta = 0
81,0,25,model2,0.5032937735360352,25,beta = 0
81,0,25,model3,0.2609472127794575,25,beta = 0
81,0,25,model4,0.9641264158752858,25,beta = 0
81,0,25,model5,0.5473204593631305,25,beta = 0
81,0,25,model6,0.5696043241368716,25,beta = 0
82,0,25,model1,0.5048293974188742,25,beta = 0
82,0,25,model2,0.6751628370544501,25,beta = 0
82,0,25,model3,0.4914580759361954,25,beta = 0
82,0,25,model4,0.7299580182751626,25,beta = 0
82,0,25,model5,0.18974721232136674,25,beta = 0
82,0,25,model6,0.30469080905982604,25,beta = 0
83,0,25,model1,0.04003990301283144,25,beta = 0
83,0,25,model2,0.7936806173697457,25,beta = 0
83,0,25,model3,0.16394260485484413,25,beta = 0
83,0,25,model4,0.5279801406359408,25,beta = 0
83,0,25,model5,0.47083290788230514,25,beta = 0
83,0,25,model6,0.2649124226470432,25,beta = 0
84,0,25,model1,0.18436893539711352,25,beta = 0
84,0,25,model2,0.9681533732223505,25,beta = 0
84,0,25,model3,0.035336103287231066,25,beta = 0
84,0,25,model4,0.32889237504684254,25,beta = 0
84,0,25,model5,0.3408747593560799,25,beta = 0
84,0,25,model6,0.8848471710778572,25,beta = 0
85,0,25,model1,0.8321390201540211,25,beta = 0
85,0,25,model2,0.3581012293530289,25,beta = 0
85,0,25,model3,0.5632314209731933,25,beta = 0
85,0,25,model4,0.22558854578795995,25,beta = 0
85,0,25,model5,0.19934677276936502,25,beta = 0
85,0,25,model6,0.4607611578830457,25,beta = 0
86,0,25,model1,0.9982546390882636,25,beta = 0
86,0,25,model2,0.6248150302437021,25,beta = 0
86,0,25,model3,0.9406165086387612,25,beta = 0
86,0,25,model4,0.4267009769817739,25,beta = 0
86,0,25,model5,0.7463331269728191,25,beta = 0
86,0,25,model6,0.059017004772555774,25,beta = 0
87,0,25,model1,0.9933018728902403,25,beta = 0
87,0,25,model2,0.16281722469018287,25,beta = 0
87,0,25,model3,0.7429409733388181,25,beta = 0
87,0,25,model4,0.5611031197557573,25,beta = 0
87,0,25,model5,0.702584727435268,25,beta = 0
87,0,25,model6,0.4821490201909827,25,beta = 0
88,0,25,model1,0.6494837909122645,25,beta = 0
88,0,25,model2,0.8594809625207516,25,beta = 0
88,0,25,model3,0.8031071252085445,25,beta = 0
88,0,25,model4,0.09762570809552547,25,beta = 0
88,0,25,model5,0.13886166514934686,25,beta = 0
88,0,25,model6,0.07461058895024006,25,beta = 0
89,0,25,model1,0.080713438972892515,25,beta = 0
89,0,25,model2,0.8710512947995884,25,beta = 0
89,0,25,model3,0.8675904903038523,25,beta = 0
89,0,25,model4,0.11798844151893303,25,beta = 0
89,0,25,model5,0.5568452106908472,25,beta = 0
89,0,25,model6,0.9730295772582965,25,beta = 0
90,0,25,model1,0.5179225390862765,25,beta = 0
90,0,25,model2,0.8048013378507968,25,beta = 0
90,0,25,model3,0.39301756818013556,25,beta = 0
90,0,25,model4,0.02761754569759753,25,beta = 0
