sim,true_beta,n,model,p,n_f,true_beta_f
9,0,25,model5,0.5693031014828887,25,beta = 0
9,0,25,model6,0.30703392255665596,25,beta = 0
9,0,25,model7,0.696681673910861,25,beta = 0
9,0,25,model8,0.10087257853899081,25,beta = 0
9,0,25,model9,0.5263083625540447,25,beta = 0
9,0,25,model10,0.757901101086418,25,beta = 0
10,0,25,model1,0.9372306701025719,25,beta = 0
10,0,25,model2,0.22715368681677128,25,beta = 0
10,0,25,model3,0.9203006486639036,25,beta = 0
10,0,25,model4,0.9011466683596692,25,beta = 0
10,0,25,model5,0.8356876403913966,25,beta = 0
10,0,25,model6,0.10311840445149224,25,beta = 0
10,0,25,model7,0.13267331410337682,25,beta = 0
10,0,25,model8,0.10644645686437845,25,beta = 0
10,0,25,model9,0.4728622121125676,25,beta = 0
10,0,25,model10,0.21899203246491591,25,beta = 0
11,0,25,model1,0.20912436079036403,25,beta = 0
11,0,25,model2,0.46256771831532106,25,beta = 0
11,0,25,model3,0.8381307471385047,25,beta = 0
11,0,25,model4,0.763287792268581,25,beta = 0
11,0,25,model5,0.6626675458483109,25,beta = 0
11,0,25,model6,0.31519321362729313,25,beta = 0
11,0,25,model7,0.11049680622080234,25,beta = 0
11,0,25,model8,0.6150340060023567,25,beta = 0
11,0,25,model9,0.3498761411767929,25,beta = 0
11,0,25,model10,0.9725204730750234,25,beta = 0
12,0,25,model1,0.39358699236957173,25,beta = 0
12,0,25,model2,0.4070293114044662,25,beta = 0
12,0,25,model3,0.001311415704103416,25,beta = 0
12,0,25,model4,0.34325883087862863,25,beta = 0
12,0,25,model5,0.7527701304813162,25,beta = 0
12,0,25,model6,0.054788828034304,25,beta = 0
12,0,25,model7,0.9217546561147696,25,beta = 0
12,0,25,model8,0.06793608682570437,25,beta = 0
12,0,25,model9,0.5762830053317765,25,beta = 0
12,0,25,model10,0.7999813521666618,25,beta = 0
13,0,25,model1,0.7045295736808316,25,beta = 0
13,0,25,model2,0.49277472441216585,25,beta = 0
13,0,25,model3,0.9304066753606819,25,beta = 0
13,0,25,model4,0.7075240414197355,25,beta = 0
13,0,25,model5,0.968187745509264,25,beta = 0
13,0,25,model6,0.22003761522169932,25,beta = 0
13,0,25,model7,0.13005884329644038,25,beta = 0
13,0,25,model8,0.3868727921840607,25,beta = 0
13,0,25,model9,0.80031049885559,25,beta = 0
13,0,25,model10,0.8573095458916073,25,beta = 0
14,0,25,model1,0.2053619080482871,25,beta = 0
14,0,25,model2,0.6373508883876721,25,beta = 0
14,0,25,model3,0.7835845510296515,25,beta = 0
14,0,25,model4,0.5213511127345339,25,beta = 0
14,0,25,model5,0.6596275153113111,25,beta = 0
14,0,25,model6,0.9818010486027358,25,beta = 0
14,0,25,model7,0.794203592313554,25,beta = 0
14,0,25,model8,0.9500828659413938,25,beta = 0
14,0,25,model9,0.5851066715221496,25,beta = 0
14,0,25,model10,0.8767143193930742,25,beta = 0
15,0,25,model1,0.13480026410680263,25,beta = 0
15,0,25,model2,0.43338546173000014,25,beta = 0
15,0,25,model3,0.010798001346308502,25,beta = 0
15,0,25,model4,0.47128489786015737,25,beta = 0
15,0,25,model5,0.1071064917666711,25,beta = 0
15,0,25,model6,0.9301649623593458,25,beta = 0
15,0,25,model7,0.001960990855158013,25,beta = 0
15,0,25,model8,0.9602928381844941,25,beta = 0
15,0,25,model9,0.33413442136677485,25,beta = 0
15,0,25,model10,0.8002837827736731,25,beta = 0
16,0,25,model1,0.23159573263622418,25,beta = 0
16,0,25,model2,0.9389910131642718,25,beta = 0
16,0,25,model3,0.47374462263080575,25,beta = 0
16,0,25,model4,0.7173595675303227,25,beta = 0
16,0,25,model5,0.6827097457711413,25,beta = 0
16,0,25,model6,0.5098448212211301,25,beta = 0
16,0,25,model7,0.4845765192327218,25,beta = 0
16,0,25,model8,0.23740481093162707,25,beta = 0
16,0,25,model9,0.9528172671790035,25,beta = 0
16,0,25,model10,0.7678577743556225,25,beta = 0
17,0,25,model1,0.7296875516290243,25,beta = 0
17,0,25,model2,0.9031190737942701,25,beta = 0
17,0,25,model3,0.5689416527823928,25,beta = 0
17,0,25,model4,0.9952650035268755,25,beta = 0
17,0,25,model5,0.18830955764664825,25,beta = 0
17,0,25,model6,0.6576455888815305,25,beta = 0
17,0,25,model7,0.6116864523829664,25,beta = 0
17,0,25,model8,0.10212132227092285,25,beta = 0
17,0,25,model9,0.687983605508928,25,beta = 0
17,0,25,model10,0.27231078434046924,25,beta = 0
18,0,25,model1,0.9301895070614503,25,beta = 0
18,0,25,model2,0.5596820128987323,25,beta = 0
18,0,25,model3,0.7386732048191852,25,beta = 0
18,0,25,model4,0.1988521148955784,25,beta = 0
18,0,25,model5,0.5692503455701756,25,beta = 0
18,0,25,model6,0.4506990209249173,25,beta = 0
18,0,25,model7,0.9326860880140438,25,beta = 0
18,0,25,model8,0.19415731717530643,25,beta = 0
18,0,25,model9,0.16962345805035123,25,beta = 0
18,0,25,model10,0.30449223193940766,25,beta = 0
19,0,25,model1,0.560574162435137,25,beta = 0
19,0,25,model2,0.11704981943156749,25,beta = 0
19,0,25,model3,0.08319040084991763,25,beta = 0
19,0,25,model4,0.8156512042167292,25,beta = 0
19,0,25,model5,0.7176113908491373,25,beta = 0
19,0,25,model6,0.8487036246897461,25,beta = 0
19,0,25,model7,0.8505604040494734,25,beta = 0
19,0,25,model8,0.18704849840727839,25,beta = 0
19,0,25,model9,0.600279589152787,25,beta = 0
19,0,25,model10,0.32175792671652076,25,beta = 0
20,0,25,model1,0.8618273067354784,25,beta = 0
20,0,25,model2,0.6463702281341926,25,beta = 0
20,0,25,model3,0.219197610370562,25,beta = 0
20,0,25,model4,0.8067387211903163,25,beta = 0
20,0,25,model5,0.9306134175282081,25,beta = 0
20,0,25,model6,0.3929783770716665,25,beta = 0
20,0,25,model7,0.6268831462383391,25,beta = 0
20,0,25,model8,0.47079113324060384,25,beta = 0
20,0,25,model9,0.3476813091345141,25,beta = 0
20,0,25,model10,0.1396638417651959,25,beta = 0
21,0,25,model1,0.39547627362753546,25,beta = 0
21,0,25,model2,0.008350987946671131,25,beta = 0
21,0,25,model3,0.7526669414011893,25,beta = 0
21,0,25,model4,0.22651874584865256,25,beta = 0
21,0,25,model5,0.864406519289462,25,beta = 0
21,0,25,model6,0.7975667638648175,25,beta = 0
21,0,25,model7,0.8952622381965764,25,beta = 0
21,0,25,model8,0.7806255546363217,25,beta = 0
21,0,25,model9,0.042304521320158446,25,beta = 0
21,0,25,model10,0.19372220971503898,25,beta = 0
22,0,25,model1,0.4636068834345217,25,beta = 0
22,0,25,model2,0.7628568639082051,25,beta = 0
22,0,25,model3,0.10563483808091537,25,beta = 0
22,0,25,model4,0.7825091045067007,25,beta = 0
22,0,25,model5,0.23545704905259746,25,beta = 0
22,0,25,model6,0.883983271688155,25,beta = 0
22,0,25,model7,0.8211361338683654,25,beta = 0
22,0,25,model8,0.3521730703228415,25,beta = 0
22,0,25,model9,0.3196725832805914,25,beta = 0
22,0,25,model10,0.7037070149282743,25,beta = 0
23,0,25,model1,0.6703677049223313,25,beta = 0
23,0,25,model2,0.5613396457513438,25,beta = 0
23,0,25,model3,0.7521192929577475,25,beta = 0
23,0,25,model4,0.4276650634125353,25,beta = 0
23,0,25,model5,0.7856035359898428,25,beta = 0
23,0,25,model6,0.14840580472678858,25,beta = 0
23,0,25,model7,0.8137891564334304,25,beta = 0
23,0,25,model8,0.8567104527472825,25,beta = 0
23,0,25,model9,0.5199272104278198,25,beta = 0
23,0,25,model10,0.1438074646521286,25,beta = 0
24,0,25,model1,0.4351599609256471,25,beta = 0
24,0,25,model2,0.14160874440599586,25,beta = 0
24,0,25,model3,0.807726209030672,25,beta = 0
24,0,25,model4,0.7677633896321839,25,beta = 0
24,0,25,model5,0.1809202688585988,25,beta = 0
24,0,25,model6,0.4134594498942197,25,beta = 0
24,0,25,model7,0.6956570287466808,25,beta = 0
24,0,25,model8,0.4584500882019692,25,beta = 0
24,0,25,model9,0.9124651628241938,25,beta = 0
24,0,25,model10,0.23604377727882453,25,beta = 0
25,0,25,model1,0.9630190398429188,25,beta = 0
25,0,25,model2,0.6058329256671633,25,beta = 0
25,0,25,model3,0.6893964867817421,25,beta = 0
25,0,25,model4,0.5263537691425616,25,beta = 0
25,0,25,model5,0.6839481129758318,25,beta = 0
25,0,25,model6,0.4006363839646977,25,beta = 0
25,0,25,model7,0.0435432819742317,25,beta = 0
25,0,25,model8,0.8162294864696416,25,beta = 0
25,0,25,model9,0.35920055602986434,25,beta = 0
25,0,25,model10,0.43318896402477347,25,beta = 0
26,0,25,model1,0.9017873239944526,25,beta = 0
26,0,25,model2,0.3589824637175484,25,beta = 0
26,0,25,model3,0.006018317037836518,25,beta = 0
26,0,25,model4,0.28222950541709907,25,beta = 0
26,0,25,model5,0.6200761095499712,25,beta = 0
26,0,25,model6,0.6183752027638328,25,beta = 0
26,0,25,model7,0.57035754130331,25,beta = 0
26,0,25,model8,0.3086615473395756,25,beta = 0
26,0,25,model9,0.48629151971951146,25,beta = 0
26,0,25,model10,0.1796063757785642,25,beta = 0
27,0,25,model1,0.44946141519968763,25,beta = 0
27,0,25,model2,0.5822848912997494,25,beta = 0
27,0,25,model3,0.31263100794350857,25,beta = 0
27,0,25,model4,0.5746729547659171,25,beta = 0
27,0,25,model5,0.3895200817290476,25,beta = 0
27,0,25,model6,0.9306313081264894,25,beta = 0
27,0,25,model7,0.03327059311077579,25,beta = 0
27,0,25,model8,0.8912229411862926,25,beta = 0
27,0,25,model9,0.9091575463601806,25,beta = 0
27,0,25,model10,0.09775108240374382,25,beta = 0
28,0,25,model1,0.5719368123468909,25,beta = 0
28,0,25,model2,0.7072310167091389,25,beta = 0
28,0,25,model3,0.8225697251910845,25,beta = 0
28,0,25,model4,0.7473629058674959,25,beta = 0
28,0,25,model5,0.08996271835014258,25,beta = 0
28,0,25,model6,0.9829542742296231,25,beta = 0
28,0,25,model7,0.9549676654761312,25,beta = 0
28,0,25,model8,0.07728799062717477,25,beta = 0
28,0,25,model9,0.0658114551334992,25,beta = 0
28,0,25,model10,0.438995674154537,25,beta = 0
29,0,25,model1,0.9728446879257364,25,beta = 0
29,0,25,model2,0.39300915140521964,25,beta = 0
29,0,25,model3,0.11169956626217317,25,beta = 0
29,0,25,model4,0.0332642469753125,25,beta = 0
29,0,25,model5,0.13730664375490625,25,beta = 0
29,0,25,model6,0.6903656595490947,25,beta = 0
29,0,25,model7,0.19058816059586475,25,beta = 0
29,0,25,model8,0.7362902646699647,25,beta = 0
29,0,25,model9,0.5068884032993953,25,beta = 0
29,0,25,model10,0.29890562671323656,25,beta = 0
30,0,25,model1,0.6837761133270485,25,beta = 0
30,0,25,model2,0.9339623854175282,25,beta = 0
30,0,25,model3,0.03486791097022509,25,beta = 0
30,0,25,model4,0.6273655622306833,25,beta = 0
30,0,25,model5,0.7641004214531351,25,beta = 0
30,0,25,model6,0.6389275183939971,25,beta = 0
30,0,25,model7,0.8883045028467265,25,beta = 0
30,0,25,model8,0.4304378337889516,25,beta = 0
30,0,25,model9,0.4923707703297353,25,beta = 0
30,0,25,model10,0.29660085418713805,25,beta = 0
31,0,25,model1,0.6404850315714696,25,beta = 0
31,0,25,model2,0.2502320647560869,25,beta = 0
31,0,25,model3,0.611017987846467,25,beta = 0
31,0,25,model4,0.6321442425662973,25,beta = 0
31,0,25,model5,0.9110941866847114,25,beta = 0
31,0,25,model6,0.511799513059275,25,beta = 0
31,0,25,model7,0.09817663897262568,25,beta = 0
31,0,25,model8,0.45927540951321266,25,beta = 0
31,0,25,model9,0.3363051563255772,25,beta = 0
31,0,25,model10,0.8560967929909643,25,beta = 0
32,0,25,model1,0.8987797174589593,25,beta = 0
32,0,25,model2,0.5867801824213081,25,beta = 0
32,0,25,model3,0.9880483967687643,25,beta = 0
32,0,25,model4,0.41213602856819365,25,beta = 0
32,0,25,model5,0.41448865582895433,25,beta = 0
32,0,25,model6,0.4069580686749954,25,beta = 0
32,0,25,model7,0.6243536814249919,25,beta = 0
32,0,25,model8,0.7799180449623129,25,beta = 0
32,0,25,model9,0.8393361104733517,25,beta = 0
32,0,25,model10,0.509426082228533,25,beta = 0
33,0,25,model1,0.34377267293138003,25,beta = 0
33,0,25,model2,0.9641933738802897,25,beta = 0
33,0,25,model3,0.11858033331708243,25,beta = 0
33,0,25,model4,0.043229129705549214,25,beta = 0
33,0,25,model5,0.4695033596340932,25,beta = 0
33,0,25,model6,0.7662876066221639,25,beta = 0
33,0,25,model7,0.8076575472271248,25,beta = 0
33,0,25,model8,0.3086375203410181,25,beta = 0
33,0,25,model9,0.38465252747824275,25,beta = 0
33,0,25,model10,0.3560830581323672,25,beta = 0
34,0,25,model1,0.6881462938121374,25,beta = 0
34,0,25,model2,0.4692910611153073,25,beta = 0
34,0,25,model3,0.6017891033507288,25,beta = 0
34,0,25,model4,0.09581374061318827,25,beta = 0
34,0,25,model5,0.8748438187084072,25,beta = 0
34,0,25,model6,0.03275601804897003,25,beta = 0
34,0,25,model7,0.30428102141259106,25,beta = 0
34,0,25,model8,0.5009280645536494,25,beta = 0
34,0,25,model9,0.7430333492223109,25,beta = 0
34,0,25,model10,0.8639276239205327,25,beta = 0
35,0,25,model1,0.642820199612801,25,beta = 0
35,0,25,model2,0.7596343776517958,25,beta = 0
35,0,25,model3,0.013269096115124028,25,beta = 0
35,0,25,model4,0.804247863046349,25,beta = 0
35,0,25,model5,0.8700821892930526,25,beta = 0
35,0,25,model6,0.36055458836325605,25,beta = 0
35,0,25,model7,0.9667937756349301,25,beta = 0
35,0,25,model8,0.39720949295876296,25,beta = 0
35,0,25,model9,0.19633312965633054,25,beta = 0
35,0,25,model10,0.2410419906968541,25,beta = 0
36,0,25,model1,0.9910519454992601,25,beta = 0
36,0,25,model2,0.47504106244434774,25,beta = 0
36,0,25,model3,0.18000248478897474,25,beta = 0
36,0,25,model4,0.8242460775240759,25,beta = 0
36,0,25,model5,0.14179187735912208,25,beta = 0
36,0,25,model6,0.35055639682248363,25,beta = 0
36,0,25,model7,0.6929902017975057,25,beta = 0
36,0,25,model8,0.9583764544792407,25,beta = 0
36,0,25,model9,0.33958277479861865,25,beta = 0
36,0,25,model10,0.834115347961401,25,beta = 0
37,0,25,model1,0.6891333995789977,25,beta = 0
37,0,25,model2,0.6863128492356831,25,beta = 0
37,0,25,model3,0.9225941662873866,25,beta = 0
37,0,25,model4,0.20265193877909235,25,beta = 0
37,0,25,model5,0.04619559829232404,25,beta = 0
37,0,25,model6,0.5626476131124406,25,beta = 0
37,0,25,model7,0.8294264057675621,25,beta = 0
37,0,25,model8,0.34782059534916887,25,beta = 0
37,0,25,model9,0.900124591910172,25,beta = 0
37,0,25,model10,0.095114805510727915,25,beta = 0
38,0,25,model1,0.1247772636929195,25,beta = 0
38,0,25,model2,0.7006432683232522,25,beta = 0
38,0,25,model3,0.1770829687362262,25,beta = 0
38,0,25,model4,0.8720988577795326,25,beta = 0
38,0,25,model5,0.5132173419442587,25,beta = 0
38,0,25,model6,0.0826064988729268,25,beta = 0
38,0,25,model7,0.9649071944549882,25,beta = 0
38,0,25,model8,0.1247600731430959,25,beta = 0
38,0,25,model9,0.22461683023681656,25,beta = 0
38,0,25,model10,0.4928355366671424,25,beta = 0
39,0,25,model1,0.8940124838389713,25,beta = 0
39,0,25,model2,0.8909691010422225,25,beta = 0
39,0,25,model3,0.08486234147029321,25,beta = 0
39,0,25,model4,0.5483657843490638,25,beta = 0
39,0,25,model5,0.36145682552008696,25,beta = 0
39,0,25,model6,0.969883013761123,25,beta = 0
39,0,25,model7,0.4335759135648689,25,beta = 0
39,0,25,model8,0.7774524309460544,25,beta = 0
39,0,25,model9,0.051757482190107895,25,beta = 0
39,0,25,model10,0.23036561922715124,25,beta = 0
40,0,25,model1,0.36146670417122306,25,beta = 0
40,0,25,model2,0.897358458974392,25,beta = 0
40,0,25,model3,0.6252091423765314,25,beta = 0
40,0,25,model4,0.17470323430913698,25,beta = 0
40,0,25,model5,0.11619204736985375,25,beta = 0
40,0,25,model6,0.9382243577276606,25,beta = 0
40,0,25,model7,0.5924754094762239,25,beta = 0
40,0,25,model8,0.478219180158278,25,beta = 0
40,0,25,model9,0.5197084681807984,25,beta = 0
40,0,25,model10,0.9453044554285298,25,beta = 0
41,0,25,model1,0.1326941783909064,25,beta = 0
41,0,25,model2,7.315579777041359e-4,25,beta = 0
41,0,25,model3,0.9750775594527084,25,beta = 0
41,0,25,model4,0.8712823726530518,25,beta = 0
41,0,25,model5,0.13453065029516348,25,beta = 0
41,0,25,model6,0.2190503925535286,25,beta = 0
41,0,25,model7,0.9431915189740874,25,beta = 0
41,0,25,model8,0.7932289885523458,25,beta = 0
41,0,25,model9,0.2653933784688308,25,beta = 0
41,0,25,model10,0.445413981813496,25,beta = 0
42,0,25,model1,0.6269502083901006,25,beta = 0
42,0,25,model2,0.44738414915450886,25,beta = 0
42,0,25,model3,0.42342176584315605,25,beta = 0
42,0,25,model4,0.00408006404703096,25,beta = 0
42,0,25,model5,0.38008214789472583,25,beta = 0
42,0,25,model6,0.17318157918682875,25,beta = 0
42,0,25,model7,0.8094690319475955,25,beta = 0
42,0,25,model8,0.7148841568370579,25,beta = 0
42,0,25,model9,0.2122067983446044,25,beta = 0
42,0,25,model10,0.04548583567746188,25,beta = 0
43,0,25,model1,0.9809694981838994,25,beta = 0
43,0,25,model2,0.7293254920617906,25,beta = 0
43,0,25,model3,0.028172374247399552,25,beta = 0
43,0,25,model4,0.4245487114017723,25,beta = 0
43,0,25,model5,0.54494135345004,25,beta = 0
43,0,25,model6,0.3099741570552538,25,beta = 0
43,0,25,model7,0.6344918266967798,25,beta = 0
43,0,25,model8,0.9601443754583356,25,beta = 0
43,0,25,model9,0.41635222911107794,25,beta = 0
43,0,25,model10,0.1295531037164462,25,beta = 0
44,0,25,model1,0.18279592682789847,25,beta = 0
44,0,25,model2,0.10818125516110907,25,beta = 0
44,0,25,model3,0.4824713993317341,25,beta = 0
44,0,25,model4,0.7845630799515407,25,beta = 0
44,0,25,model5,0.0063047180957054175,25,beta = 0
44,0,25,model6,0.22429413260101833,25,beta = 0
44,0,25,model7,0.7157698900232534,25,beta = 0
44,0,25,model8,0.1361481985016371,25,beta = 0
44,0,25,model9,0.47318786045220307,25,beta = 0
44,0,25,model10,0.8645702707191407,25,beta = 0
45,0,25,model1,0.4019933433043874,25,beta = 0
45,0,25,model2,0.4744843340699356,25,beta = 0
45,0,25,model3,0.3167377598865724,25,beta = 0
45,0,25,model4,0.2896812862875483,25,beta = 0
45,0,25,model5,0.13426568507258438,25,beta = 0
45,0,25,model6,0.3596966761145429,25,beta = 0
45,0,25,model7,0.5169041703972632,25,beta = 0
45,0,25,model8,0.5852452279736668,25,beta = 0
45,0,25,model9,0.673029426709331,25,beta = 0
45,0,25,model10,0.2571278643745653,25,beta = 0
46,0,25,model1,0.6705919440525845,25,beta = 0
46,0,25,model2,0.04940899292368317,25,beta = 0
46,0,25,model3,0.9829835115079835,25,beta = 0
46,0,25,model4,0.3115166100148639,25,beta = 0
46,0,25,model5,0.38165102712579546,25,beta = 0
46,0,25,model6,0.2067681745789882,25,beta = 0
46,0,25,model7,0.7945657591039551,25,beta = 0
46,0,25,model8,0.7741683302348213,25,beta = 0
46,0,25,model9,0.12787533645511281,25,beta = 0
46,0,25,model10,0.27752258855007694,25,beta = 0
47,0,25,model1,0.31823039910642026,25,beta = 0
47,0,25,model2,0.9628935906217779,25,beta = 0
47,0,25,model3,0.5259074517757156,25,beta = 0
47,0,25,model4,0.54170075234735,25,beta = 0
47,0,25,model5,0.36007887852031295,25,beta = 0
47,0,25,model6,0.2270410470275558,25,beta = 0
47,0,25,model7,0.6663650337429254,25,beta = 0
47,0,25,model8,0.608822192185628,25,beta = 0
47,0,25,model9,0.7464184512426977,25,beta = 0
47,0,25,model10,0.6068799079313187,25,beta = 0
48,0,25,model1,0.24886987723228327,25,beta = 0
48,0,25,model2,0.68558254719154,25,beta = 0
48,0,25,model3,0.6336334967876629,25,beta = 0
48,0,25,model4,0.996626660210861,25,beta = 0
48,0,25,model5,0.11741798201778283,25,beta = 0
48,0,25,model6,0.7179015777209186,25,beta = 0
48,0,25,model7,0.2836315517754384,25,beta = 0
48,0,25,model8,0.9287310437996104,25,beta = 0
48,0,25,model9,0.2998406306391113,25,beta = 0
48,0,25,model10,0.3130028853186478,25,beta = 0
49,0,25,model1,0.5910303882657286,25,beta = 0
49,0,25,model2,0.39838237723265635,25,beta = 0
49,0,25,model3,0.11463496098503266,25,beta = 0
49,0,25,model4,0.4296705364759026,25,beta = 0
49,0,25,model5,0.032691849196151236,25,beta = 0
49,0,25,model6,0.990764734027815,25,beta = 0
49,0,25,model7,0.19044649077837558,25,beta = 0
49,0,25,model8,0.013816649459892711,25,beta = 0
49,0,25,model9,0.2808104413800392,25,beta = 0
49,0,25,model10,0.024077166891909967,25,beta = 0
50,0,25,model1,0.9506295418066625,25,beta = 0
50,0,25,model2,0.8831656300962494,25,beta = 0
50,0,25,model3,0.4718990622352498,25,beta = 0
50,0,25,model4,0.2671669441759727,25,beta = 0
50,0,25,model5,0.5081285552046126,25,beta = 0
50,0,25,model6,0.31185286649221017,25,beta = 0
50,0,25,model7,0.07461638699458047,25,beta = 0
50,0,25,model8,0.7165689269746773,25,beta = 0
50,0,25,model9,0.3681501806326313,25,beta = 0
50,0,25,model10,0.783862868688224,25,beta = 0
51,0,25,model1,0.8347135434188334,25,beta = 0
51,0,25,model2,0.7036895583587932,25,beta = 0
51,0,25,model3,0.3653831489666691,25,beta = 0
51,0,25,model4,0.556748056892436,25,beta = 0
51,0,25,model5,0.9464987666560153,25,beta = 0
51,0,25,model6,0.026735024618471104,25,beta = 0
51,0,25,model7,0.8501392787564,25,beta = 0
51,0,25,model8,0.41859860279893557,25,beta = 0
51,0,25,model9,0.9753094196223491,25,beta = 0
51,0,25,model10,0.4044557062646783,25,beta = 0
52,0,25,model1,0.6164448754680116,25,beta = 0
52,0,25,model2,0.9295804853084999,25,beta = 0
52,0,25,model3,0.21407679056410717,25,beta = 0
52,0,25,model4,0.9563066949823555,25,beta = 0
52,0,25,model5,0.4317389399321343,25,beta = 0
52,0,25,model6,0.9324874652810292,25,beta = 0
52,0,25,model7,0.057734871547220123,25,beta = 0
52,0,25,model8,0.5644986676190682,25,beta = 0
52,0,25,model9,0.6309950023924885,25,beta = 0
52,0,25,model10,0.03890098399044122,25,beta = 0
53,0,25,model1,0.5098141877159585,25,beta = 0
53,0,25,model2,0.8671083822256258,25,beta = 0
53,0,25,model3,0.052359158343314685,25,beta = 0
53,0,25,model4,0.8039843061491957,25,beta = 0
53,0,25,model5,0.37139642500730297,25,beta = 0
53,0,25,model6,0.87252655612806,25,beta = 0
53,0,25,model7,0.9959969584209033,25,beta = 0
53,0,25,model8,0.7191453196224339,25,beta = 0
53,0,25,model9,0.8387033895817076,25,beta = 0
53,0,25,model10,0.8424605475683488,25,beta = 0
54,0,25,model1,0.15376881743173804,25,beta = 0
54,0,25,model2,0.5901362005458273,25,beta = 0
54,0,25,model3,0.4491265953677229,25,beta = 0
54,0,25,model4,0.015814407075775604,25,beta = 0
54,0,25,model5,0.6712754061139501,25,beta = 0
54,0,25,model6,0.2157242094168312,25,beta = 0
54,0,25,model7,0.8987608846893471,25,beta = 0
54,0,25,model8,0.3729022171094558,25,beta = 0
